entry_id,kanji_element_id,kanji,kanji_info,reading_element_id,reading,reading_nokanji,reading_info,reading_restraint_id,reading_restraint,sense_id,pos,field,misc,dialect,sense_kanji_restriction_id,kanji_restriction,sense_reading_restriction_id,reading_restriction,sense_xref_id,xref,sense_antonym_id,antonym,sense_gloss_id,gloss,sense_example_id,sense_text,japanese_sentence,english_sentence
1000390,34,アッとゆう間に,search-only kanji form,41,あっというまに,f,,,,38,"expressions (phrases, clauses, etc.), adverb (fukushi)",,,,,,,,,,,,95,in the blink of an eye,12,あっという間に,休暇はあっという間に終わった。,The holiday ended all too soon.
1000390,34,アッとゆう間に,search-only kanji form,41,あっというまに,f,,,,38,"expressions (phrases, clauses, etc.), adverb (fukushi)",,,,,,,,,,,,94,in a flash,12,あっという間に,休暇はあっという間に終わった。,The holiday ended all too soon.
1000390,34,アッとゆう間に,search-only kanji form,41,あっというまに,f,,,,38,"expressions (phrases, clauses, etc.), adverb (fukushi)",,,,,,,,,,,,93,in an instant,12,あっという間に,休暇はあっという間に終わった。,The holiday ended all too soon.
1000390,33,あっとゆう間に,search-only kanji form,41,あっというまに,f,,,,38,"expressions (phrases, clauses, etc.), adverb (fukushi)",,,,,,,,,,,,97,just like that,12,あっという間に,休暇はあっという間に終わった。,The holiday ended all too soon.
1000390,33,あっとゆう間に,search-only kanji form,41,あっというまに,f,,,,38,"expressions (phrases, clauses, etc.), adverb (fukushi)",,,,,,,,,,,,96,in no time at all,12,あっという間に,休暇はあっという間に終わった。,The holiday ended all too soon.
1000390,33,あっとゆう間に,search-only kanji form,41,あっというまに,f,,,,38,"expressions (phrases, clauses, etc.), adverb (fukushi)",,,,,,,,,,,,95,in the blink of an eye,12,あっという間に,休暇はあっという間に終わった。,The holiday ended all too soon.
1000390,33,あっとゆう間に,search-only kanji form,41,あっというまに,f,,,,38,"expressions (phrases, clauses, etc.), adverb (fukushi)",,,,,,,,,,,,94,in a flash,12,あっという間に,休暇はあっという間に終わった。,The holiday ended all too soon.
1000390,33,あっとゆう間に,search-only kanji form,41,あっというまに,f,,,,38,"expressions (phrases, clauses, etc.), adverb (fukushi)",,,,,,,,,,,,93,in an instant,12,あっという間に,休暇はあっという間に終わった。,The holiday ended all too soon.
1000390,30,あっと言う間に,,41,あっというまに,f,,,,38,"expressions (phrases, clauses, etc.), adverb (fukushi)",,,,,,,,,,,,97,just like that,12,あっという間に,休暇はあっという間に終わった。,The holiday ended all too soon.
1000390,30,あっと言う間に,,41,あっというまに,f,,,,38,"expressions (phrases, clauses, etc.), adverb (fukushi)",,,,,,,,,,,,96,in no time at all,12,あっという間に,休暇はあっという間に終わった。,The holiday ended all too soon.
1000390,30,あっと言う間に,,41,あっというまに,f,,,,38,"expressions (phrases, clauses, etc.), adverb (fukushi)",,,,,,,,,,,,95,in the blink of an eye,12,あっという間に,休暇はあっという間に終わった。,The holiday ended all too soon.
1000390,30,あっと言う間に,,41,あっというまに,f,,,,38,"expressions (phrases, clauses, etc.), adverb (fukushi)",,,,,,,,,,,,94,in a flash,12,あっという間に,休暇はあっという間に終わった。,The holiday ended all too soon.
1000390,30,あっと言う間に,,41,あっというまに,f,,,,38,"expressions (phrases, clauses, etc.), adverb (fukushi)",,,,,,,,,,,,93,in an instant,12,あっという間に,休暇はあっという間に終わった。,The holiday ended all too soon.
1000400,,,,42,あっぷあっぷ,f,,,,39,"adverb (fukushi), adverb taking the 'to' particle, noun or participle which takes the aux. verb suru",,,,,,,,,,,,98,floundering while nearly drowning,13,アップアップ,３日連続で徹夜してるから、もうアップアップだよ。,"After three straight late nights at work, I feel like I'm drowning in work.
                "
1000400,,,,42,あっぷあっぷ,f,,,,40,"adverb (fukushi), adverb taking the 'to' particle, noun or participle which takes the aux. verb suru",,,,,,,,,,,,99,suffering,,,,
1000410,,,,43,あどけない,f,,,,41,adjective (keiyoushi),,,,,,,,,,,,102,childlike,14,あどけない,彼らはみなあどけない子供たちです。,They are all artless children.
1000410,,,,43,あどけない,f,,,,41,adjective (keiyoushi),,,,,,,,,,,,101,cherubic,14,あどけない,彼らはみなあどけない子供たちです。,They are all artless children.
1000410,,,,43,あどけない,f,,,,41,adjective (keiyoushi),,,,,,,,,,,,100,innocent,14,あどけない,彼らはみなあどけない子供たちです。,They are all artless children.
1000420,35,彼の,rarely-used kanji form,45,あん,t,,,,42,pre-noun adjectival (rentaishi),,word usually written using kana alone,,,,,,14,どの,,,105,the,15,あの,あのおいしいワインをなぜ飲まないんだい。,Why not try that delicious wine?
1000420,35,彼の,rarely-used kanji form,45,あん,t,,,,42,pre-noun adjectival (rentaishi),,word usually written using kana alone,,,,,,14,どの,,,104,those,15,あの,あのおいしいワインをなぜ飲まないんだい。,Why not try that delicious wine?
1000420,35,彼の,rarely-used kanji form,45,あん,t,,,,42,pre-noun adjectival (rentaishi),,word usually written using kana alone,,,,,,14,どの,,,103,that,15,あの,あのおいしいワインをなぜ飲まないんだい。,Why not try that delicious wine?
1000420,35,彼の,rarely-used kanji form,45,あん,t,,,,42,pre-noun adjectival (rentaishi),,word usually written using kana alone,,,,,,15,この・1,,,105,the,15,あの,あのおいしいワインをなぜ飲まないんだい。,Why not try that delicious wine?
1000420,35,彼の,rarely-used kanji form,45,あん,t,,,,42,pre-noun adjectival (rentaishi),,word usually written using kana alone,,,,,,15,この・1,,,104,those,15,あの,あのおいしいワインをなぜ飲まないんだい。,Why not try that delicious wine?
1000420,35,彼の,rarely-used kanji form,45,あん,t,,,,42,pre-noun adjectival (rentaishi),,word usually written using kana alone,,,,,,15,この・1,,,103,that,15,あの,あのおいしいワインをなぜ飲まないんだい。,Why not try that delicious wine?
1000420,35,彼の,rarely-used kanji form,45,あん,t,,,,42,pre-noun adjectival (rentaishi),,word usually written using kana alone,,,,,,16,その・1,,,105,the,15,あの,あのおいしいワインをなぜ飲まないんだい。,Why not try that delicious wine?
1000420,35,彼の,rarely-used kanji form,45,あん,t,,,,42,pre-noun adjectival (rentaishi),,word usually written using kana alone,,,,,,16,その・1,,,104,those,15,あの,あのおいしいワインをなぜ飲まないんだい。,Why not try that delicious wine?
1000420,35,彼の,rarely-used kanji form,45,あん,t,,,,42,pre-noun adjectival (rentaishi),,word usually written using kana alone,,,,,,16,その・1,,,103,that,15,あの,あのおいしいワインをなぜ飲まないんだい。,Why not try that delicious wine?
1000420,35,彼の,rarely-used kanji form,44,あの,f,,,,42,pre-noun adjectival (rentaishi),,word usually written using kana alone,,,,,,14,どの,,,105,the,15,あの,あのおいしいワインをなぜ飲まないんだい。,Why not try that delicious wine?
1000420,35,彼の,rarely-used kanji form,44,あの,f,,,,42,pre-noun adjectival (rentaishi),,word usually written using kana alone,,,,,,14,どの,,,104,those,15,あの,あのおいしいワインをなぜ飲まないんだい。,Why not try that delicious wine?
1000420,35,彼の,rarely-used kanji form,44,あの,f,,,,42,pre-noun adjectival (rentaishi),,word usually written using kana alone,,,,,,14,どの,,,103,that,15,あの,あのおいしいワインをなぜ飲まないんだい。,Why not try that delicious wine?
1000420,35,彼の,rarely-used kanji form,44,あの,f,,,,42,pre-noun adjectival (rentaishi),,word usually written using kana alone,,,,,,15,この・1,,,105,the,15,あの,あのおいしいワインをなぜ飲まないんだい。,Why not try that delicious wine?
1000420,35,彼の,rarely-used kanji form,44,あの,f,,,,42,pre-noun adjectival (rentaishi),,word usually written using kana alone,,,,,,15,この・1,,,104,those,15,あの,あのおいしいワインをなぜ飲まないんだい。,Why not try that delicious wine?
1000420,35,彼の,rarely-used kanji form,44,あの,f,,,,42,pre-noun adjectival (rentaishi),,word usually written using kana alone,,,,,,15,この・1,,,103,that,15,あの,あのおいしいワインをなぜ飲まないんだい。,Why not try that delicious wine?
1000420,35,彼の,rarely-used kanji form,44,あの,f,,,,42,pre-noun adjectival (rentaishi),,word usually written using kana alone,,,,,,16,その・1,,,105,the,15,あの,あのおいしいワインをなぜ飲まないんだい。,Why not try that delicious wine?
1000420,35,彼の,rarely-used kanji form,44,あの,f,,,,42,pre-noun adjectival (rentaishi),,word usually written using kana alone,,,,,,16,その・1,,,104,those,15,あの,あのおいしいワインをなぜ飲まないんだい。,Why not try that delicious wine?
1000420,35,彼の,rarely-used kanji form,44,あの,f,,,,42,pre-noun adjectival (rentaishi),,word usually written using kana alone,,,,,,16,その・1,,,103,that,15,あの,あのおいしいワインをなぜ飲まないんだい。,Why not try that delicious wine?
1000430,,,,48,あのう,f,,,,43,interjection (kandoushi),,,,,,,,,,,,109,er,16,あの〜,あの〜郵便局はどちらでしょうか。,"Uh..., where's the post office?"
1000430,,,,48,あのう,f,,,,43,interjection (kandoushi),,,,,,,,,,,,108,um,16,あの〜,あの〜郵便局はどちらでしょうか。,"Uh..., where's the post office?"
1000430,,,,48,あのう,f,,,,43,interjection (kandoushi),,,,,,,,,,,,107,well,16,あの〜,あの〜郵便局はどちらでしょうか。,"Uh..., where's the post office?"
1000430,,,,48,あのう,f,,,,43,interjection (kandoushi),,,,,,,,,,,,106,say,16,あの〜,あの〜郵便局はどちらでしょうか。,"Uh..., where's the post office?"
1000430,,,,47,あのー,f,,,,43,interjection (kandoushi),,,,,,,,,,,,109,er,16,あの〜,あの〜郵便局はどちらでしょうか。,"Uh..., where's the post office?"
1000430,,,,47,あのー,f,,,,43,interjection (kandoushi),,,,,,,,,,,,108,um,16,あの〜,あの〜郵便局はどちらでしょうか。,"Uh..., where's the post office?"
1000430,,,,47,あのー,f,,,,43,interjection (kandoushi),,,,,,,,,,,,107,well,16,あの〜,あの〜郵便局はどちらでしょうか。,"Uh..., where's the post office?"
1000430,,,,47,あのー,f,,,,43,interjection (kandoushi),,,,,,,,,,,,106,say,16,あの〜,あの〜郵便局はどちらでしょうか。,"Uh..., where's the post office?"
1000430,,,,46,あの,f,,,,43,interjection (kandoushi),,,,,,,,,,,,109,er,16,あの〜,あの〜郵便局はどちらでしょうか。,"Uh..., where's the post office?"
1000430,,,,46,あの,f,,,,43,interjection (kandoushi),,,,,,,,,,,,108,um,16,あの〜,あの〜郵便局はどちらでしょうか。,"Uh..., where's the post office?"
1000430,,,,46,あの,f,,,,43,interjection (kandoushi),,,,,,,,,,,,107,well,16,あの〜,あの〜郵便局はどちらでしょうか。,"Uh..., where's the post office?"
1000430,,,,46,あの,f,,,,43,interjection (kandoushi),,,,,,,,,,,,106,say,16,あの〜,あの〜郵便局はどちらでしょうか。,"Uh..., where's the post office?"
1000440,37,彼の人,,49,あのひと,f,,,,44,pronoun,,,,,,,,,,,,112,that person,17,あの人,冗談じゃないよ。あの人は私同様医者なんかじゃないよ。,You can't be serious! He's no more a doctor than I am.
1000440,37,彼の人,,49,あのひと,f,,,,44,pronoun,,,,,,,,,,,,111,she,17,あの人,冗談じゃないよ。あの人は私同様医者なんかじゃないよ。,You can't be serious! He's no more a doctor than I am.
1000440,37,彼の人,,49,あのひと,f,,,,44,pronoun,,,,,,,,,,,,110,he,17,あの人,冗談じゃないよ。あの人は私同様医者なんかじゃないよ。,You can't be serious! He's no more a doctor than I am.
1000440,36,あの人,,49,あのひと,f,,,,44,pronoun,,,,,,,,,,,,112,that person,17,あの人,冗談じゃないよ。あの人は私同様医者なんかじゃないよ。,You can't be serious! He's no more a doctor than I am.
1000440,36,あの人,,49,あのひと,f,,,,44,pronoun,,,,,,,,,,,,111,she,17,あの人,冗談じゃないよ。あの人は私同様医者なんかじゃないよ。,You can't be serious! He's no more a doctor than I am.
1000440,36,あの人,,49,あのひと,f,,,,44,pronoun,,,,,,,,,,,,110,he,17,あの人,冗談じゃないよ。あの人は私同様医者なんかじゃないよ。,You can't be serious! He's no more a doctor than I am.
1000440,37,彼の人,,49,あのひと,f,,,,45,pronoun,,archaic,,,,,,,,,,113,you,,,,
1000440,36,あの人,,49,あのひと,f,,,,45,pronoun,,archaic,,,,,,,,,,113,you,,,,
1000450,38,あの方,,50,あのかた,f,,,,46,pronoun,,honorific or respectful (sonkeigo) language,,,,,,,,,,117,she,18,あの方,あの方たちに大変うれしいです。,I am very pleased to meet them.
1000450,38,あの方,,50,あのかた,f,,,,46,pronoun,,honorific or respectful (sonkeigo) language,,,,,,,,,,116,he,18,あの方,あの方たちに大変うれしいです。,I am very pleased to meet them.
1000450,38,あの方,,50,あのかた,f,,,,46,pronoun,,honorific or respectful (sonkeigo) language,,,,,,,,,,115,that lady,18,あの方,あの方たちに大変うれしいです。,I am very pleased to meet them.
1000450,38,あの方,,50,あのかた,f,,,,46,pronoun,,honorific or respectful (sonkeigo) language,,,,,,,,,,114,that gentleman,18,あの方,あの方たちに大変うれしいです。,I am very pleased to meet them.
1000450,39,彼の方,,50,あのかた,f,,,,46,pronoun,,honorific or respectful (sonkeigo) language,,,,,,,,,,117,she,18,あの方,あの方たちに大変うれしいです。,I am very pleased to meet them.
1000450,39,彼の方,,50,あのかた,f,,,,46,pronoun,,honorific or respectful (sonkeigo) language,,,,,,,,,,116,he,18,あの方,あの方たちに大変うれしいです。,I am very pleased to meet them.
1000450,39,彼の方,,50,あのかた,f,,,,46,pronoun,,honorific or respectful (sonkeigo) language,,,,,,,,,,115,that lady,18,あの方,あの方たちに大変うれしいです。,I am very pleased to meet them.
1000450,39,彼の方,,50,あのかた,f,,,,46,pronoun,,honorific or respectful (sonkeigo) language,,,,,,,,,,114,that gentleman,18,あの方,あの方たちに大変うれしいです。,I am very pleased to meet them.
1000460,40,溢れる,,51,あぶれる,f,,,,47,"Ichidan verb, intransitive verb",,word usually written using kana alone,,,,,,,,,,119,"to miss out (at fishing, hunting, etc.)",19,あぶれた,今日は仕事にあぶれた。,I found no job today.
1000460,40,溢れる,,51,あぶれる,f,,,,47,"Ichidan verb, intransitive verb",,word usually written using kana alone,,,,,,,,,,118,to fail (in getting a job),19,あぶれた,今日は仕事にあぶれた。,I found no job today.
1000460,40,溢れる,,51,あぶれる,f,,,,48,"Ichidan verb, intransitive verb",,word usually written using kana alone,,,,,,,,,,121,to be crowded out,,,,
1000460,40,溢れる,,51,あぶれる,f,,,,48,"Ichidan verb, intransitive verb",,word usually written using kana alone,,,,,,,,,,120,to be left out,,,,
1000470,,,,52,あべこべ,f,,,,49,"nouns which may take the genitive case particle 'no', adjectival nouns or quasi-adjectives (keiyodoshi), noun (common) (futsuumeishi)",,onomatopoeic or mimetic word,,,,,,,,,,126,back-to-front,20,あべこべに,あなたはシャツをあべこべに着ている。,You are wearing your shirt inside out.
1000470,,,,52,あべこべ,f,,,,49,"nouns which may take the genitive case particle 'no', adjectival nouns or quasi-adjectives (keiyodoshi), noun (common) (futsuumeishi)",,onomatopoeic or mimetic word,,,,,,,,,,125,reverse,20,あべこべに,あなたはシャツをあべこべに着ている。,You are wearing your shirt inside out.
1000470,,,,52,あべこべ,f,,,,49,"nouns which may take the genitive case particle 'no', adjectival nouns or quasi-adjectives (keiyodoshi), noun (common) (futsuumeishi)",,onomatopoeic or mimetic word,,,,,,,,,,124,inverse,20,あべこべに,あなたはシャツをあべこべに着ている。,You are wearing your shirt inside out.
1000470,,,,52,あべこべ,f,,,,49,"nouns which may take the genitive case particle 'no', adjectival nouns or quasi-adjectives (keiyodoshi), noun (common) (futsuumeishi)",,onomatopoeic or mimetic word,,,,,,,,,,123,opposite,20,あべこべに,あなたはシャツをあべこべに着ている。,You are wearing your shirt inside out.
1000470,,,,52,あべこべ,f,,,,49,"nouns which may take the genitive case particle 'no', adjectival nouns or quasi-adjectives (keiyodoshi), noun (common) (futsuumeishi)",,onomatopoeic or mimetic word,,,,,,,,,,122,contrary,20,あべこべに,あなたはシャツをあべこべに着ている。,You are wearing your shirt inside out.
1000480,41,阿呆陀羅,,53,あほんだら,f,,,,50,noun (common) (futsuumeishi),,word usually written using kana alone,Kansai-ben,,,,,,,,,129,airhead,,,,
1000480,41,阿呆陀羅,,53,あほんだら,f,,,,50,noun (common) (futsuumeishi),,word usually written using kana alone,Kansai-ben,,,,,,,,,128,oaf,,,,
1000480,41,阿呆陀羅,,53,あほんだら,f,,,,50,noun (common) (futsuumeishi),,word usually written using kana alone,Kansai-ben,,,,,,,,,127,fool,,,,
1000480,41,阿呆陀羅,,55,アホンダラ,t,,,,50,noun (common) (futsuumeishi),,word usually written using kana alone,Kansai-ben,,,,,,,,,129,airhead,,,,
1000480,41,阿呆陀羅,,55,アホンダラ,t,,,,50,noun (common) (futsuumeishi),,word usually written using kana alone,Kansai-ben,,,,,,,,,128,oaf,,,,
1000480,41,阿呆陀羅,,55,アホンダラ,t,,,,50,noun (common) (futsuumeishi),,word usually written using kana alone,Kansai-ben,,,,,,,,,127,fool,,,,
1000480,41,阿呆陀羅,,54,あほだら,f,,,,50,noun (common) (futsuumeishi),,word usually written using kana alone,Kansai-ben,,,,,,,,,129,airhead,,,,
1000480,41,阿呆陀羅,,54,あほだら,f,,,,50,noun (common) (futsuumeishi),,word usually written using kana alone,Kansai-ben,,,,,,,,,128,oaf,,,,
1000480,41,阿呆陀羅,,54,あほだら,f,,,,50,noun (common) (futsuumeishi),,word usually written using kana alone,Kansai-ben,,,,,,,,,127,fool,,,,
1000480,41,阿呆陀羅,,53,あほんだら,f,,,,51,noun (common) (futsuumeishi),,abbreviation,,,,4,あほだら,17,あほだら経,,,130,"type of fast-paced humorous singing mimicking the chanting of a Buddhist sutra, usually
                with lyrics satirizing current events
            ",,,,
1000480,41,阿呆陀羅,,55,アホンダラ,t,,,,51,noun (common) (futsuumeishi),,abbreviation,,,,4,あほだら,17,あほだら経,,,130,"type of fast-paced humorous singing mimicking the chanting of a Buddhist sutra, usually
                with lyrics satirizing current events
            ",,,,
1000480,41,阿呆陀羅,,54,あほだら,f,,,,51,noun (common) (futsuumeishi),,abbreviation,,,,4,あほだら,17,あほだら経,,,130,"type of fast-paced humorous singing mimicking the chanting of a Buddhist sutra, usually
                with lyrics satirizing current events
            ",,,,
1000490,44,雨子,,56,あまご,f,,,,52,noun (common) (futsuumeishi),,word usually written using kana alone,,,,,,18,皐月鱒,,,132,amago,,,,
1000490,44,雨子,,56,あまご,f,,,,52,noun (common) (futsuumeishi),,word usually written using kana alone,,,,,,18,皐月鱒,,,131,land-locked variety of red-spotted masu trout (Oncorhynchus masou ishikawae),,,,
1000490,44,雨子,,57,アマゴ,t,,,,52,noun (common) (futsuumeishi),,word usually written using kana alone,,,,,,18,皐月鱒,,,132,amago,,,,
1000490,44,雨子,,57,アマゴ,t,,,,52,noun (common) (futsuumeishi),,word usually written using kana alone,,,,,,18,皐月鱒,,,131,land-locked variety of red-spotted masu trout (Oncorhynchus masou ishikawae),,,,
1000490,43,天魚,,57,アマゴ,t,,,,52,noun (common) (futsuumeishi),,word usually written using kana alone,,,,,,18,皐月鱒,,,132,amago,,,,
1000490,43,天魚,,57,アマゴ,t,,,,52,noun (common) (futsuumeishi),,word usually written using kana alone,,,,,,18,皐月鱒,,,131,land-locked variety of red-spotted masu trout (Oncorhynchus masou ishikawae),,,,
1000490,42,甘子,,56,あまご,f,,,,52,noun (common) (futsuumeishi),,word usually written using kana alone,,,,,,18,皐月鱒,,,132,amago,,,,
1000490,42,甘子,,56,あまご,f,,,,52,noun (common) (futsuumeishi),,word usually written using kana alone,,,,,,18,皐月鱒,,,131,land-locked variety of red-spotted masu trout (Oncorhynchus masou ishikawae),,,,
1000490,43,天魚,,56,あまご,f,,,,52,noun (common) (futsuumeishi),,word usually written using kana alone,,,,,,18,皐月鱒,,,132,amago,,,,
1000490,43,天魚,,56,あまご,f,,,,52,noun (common) (futsuumeishi),,word usually written using kana alone,,,,,,18,皐月鱒,,,131,land-locked variety of red-spotted masu trout (Oncorhynchus masou ishikawae),,,,
1000490,42,甘子,,57,アマゴ,t,,,,52,noun (common) (futsuumeishi),,word usually written using kana alone,,,,,,18,皐月鱒,,,132,amago,,,,
1000490,42,甘子,,57,アマゴ,t,,,,52,noun (common) (futsuumeishi),,word usually written using kana alone,,,,,,18,皐月鱒,,,131,land-locked variety of red-spotted masu trout (Oncorhynchus masou ishikawae),,,,
1000500,,,,58,あやす,f,,,,53,"Godan verb with 'su' ending, transitive verb",,,,,,,,,,,,140,to lull,21,あやした,赤ん坊を膝の上であやした。,I dandled the baby on my knee.
1000500,,,,58,あやす,f,,,,53,"Godan verb with 'su' ending, transitive verb",,,,,,,,,,,,139,to humour,21,あやした,赤ん坊を膝の上であやした。,I dandled the baby on my knee.
1000500,,,,58,あやす,f,,,,53,"Godan verb with 'su' ending, transitive verb",,,,,,,,,,,,138,to humor,21,あやした,赤ん坊を膝の上であやした。,I dandled the baby on my knee.
1000500,,,,58,あやす,f,,,,53,"Godan verb with 'su' ending, transitive verb",,,,,,,,,,,,137,to dandle,21,あやした,赤ん坊を膝の上であやした。,I dandled the baby on my knee.
1000500,,,,58,あやす,f,,,,53,"Godan verb with 'su' ending, transitive verb",,,,,,,,,,,,136,to soothe,21,あやした,赤ん坊を膝の上であやした。,I dandled the baby on my knee.
1000500,,,,58,あやす,f,,,,53,"Godan verb with 'su' ending, transitive verb",,,,,,,,,,,,135,to rock,21,あやした,赤ん坊を膝の上であやした。,I dandled the baby on my knee.
1000500,,,,58,あやす,f,,,,53,"Godan verb with 'su' ending, transitive verb",,,,,,,,,,,,134,to comfort,21,あやした,赤ん坊を膝の上であやした。,I dandled the baby on my knee.
1000500,,,,58,あやす,f,,,,53,"Godan verb with 'su' ending, transitive verb",,,,,,,,,,,,133,to cuddle,21,あやした,赤ん坊を膝の上であやした。,I dandled the baby on my knee.
1000510,,,,59,あやふや,f,,,,54,adjectival nouns or quasi-adjectives (keiyodoshi),,onomatopoeic or mimetic word,,,,,,,,,,148,non-committal,22,あやふやな,あやふやな手つきで一枚の紙を動かした。,She fumbled with a piece of paper.
1000510,,,,59,あやふや,f,,,,54,adjectival nouns or quasi-adjectives (keiyodoshi),,onomatopoeic or mimetic word,,,,,,,,,,147,doubtful,22,あやふやな,あやふやな手つきで一枚の紙を動かした。,She fumbled with a piece of paper.
1000510,,,,59,あやふや,f,,,,54,adjectival nouns or quasi-adjectives (keiyodoshi),,onomatopoeic or mimetic word,,,,,,,,,,146,dubious,22,あやふやな,あやふやな手つきで一枚の紙を動かした。,She fumbled with a piece of paper.
1000510,,,,59,あやふや,f,,,,54,adjectival nouns or quasi-adjectives (keiyodoshi),,onomatopoeic or mimetic word,,,,,,,,,,145,equivocal,22,あやふやな,あやふやな手つきで一枚の紙を動かした。,She fumbled with a piece of paper.
1000510,,,,59,あやふや,f,,,,54,adjectival nouns or quasi-adjectives (keiyodoshi),,onomatopoeic or mimetic word,,,,,,,,,,144,ambiguous,22,あやふやな,あやふやな手つきで一枚の紙を動かした。,She fumbled with a piece of paper.
1000510,,,,59,あやふや,f,,,,54,adjectival nouns or quasi-adjectives (keiyodoshi),,onomatopoeic or mimetic word,,,,,,,,,,143,vague,22,あやふやな,あやふやな手つきで一枚の紙を動かした。,She fumbled with a piece of paper.
1000510,,,,59,あやふや,f,,,,54,adjectival nouns or quasi-adjectives (keiyodoshi),,onomatopoeic or mimetic word,,,,,,,,,,142,indefinite,22,あやふやな,あやふやな手つきで一枚の紙を動かした。,She fumbled with a piece of paper.
1000510,,,,59,あやふや,f,,,,54,adjectival nouns or quasi-adjectives (keiyodoshi),,onomatopoeic or mimetic word,,,,,,,,,,141,uncertain,22,あやふやな,あやふやな手つきで一枚の紙を動かした。,She fumbled with a piece of paper.
1000520,,,,60,あら,f,,,,55,interjection (kandoushi),,female term or language,,,,,,,,,,151,oh no,23,あら,あら、アンジェラと呼んでください。,"Oh, please call me Angela."
1000520,,,,60,あら,f,,,,55,interjection (kandoushi),,female term or language,,,,,,,,,,150,ah!,23,あら,あら、アンジェラと呼んでください。,"Oh, please call me Angela."
1000520,,,,60,あら,f,,,,55,interjection (kandoushi),,female term or language,,,,,,,,,,149,oh!,23,あら,あら、アンジェラと呼んでください。,"Oh, please call me Angela."
1000520,,,,61,あらー,f,,,,55,interjection (kandoushi),,female term or language,,,,,,,,,,151,oh no,23,あら,あら、アンジェラと呼んでください。,"Oh, please call me Angela."
1000520,,,,61,あらー,f,,,,55,interjection (kandoushi),,female term or language,,,,,,,,,,150,ah!,23,あら,あら、アンジェラと呼んでください。,"Oh, please call me Angela."
1000520,,,,61,あらー,f,,,,55,interjection (kandoushi),,female term or language,,,,,,,,,,149,oh!,23,あら,あら、アンジェラと呼んでください。,"Oh, please call me Angela."
1000525,45,𩺊,,63,アラ,t,,,,56,noun (common) (futsuumeishi),,word usually written using kana alone,,,,,,,,,,152,saw-edged perch (Niphon spinosus),,,,
1000525,45,𩺊,,62,あら,f,,,,56,noun (common) (futsuumeishi),,word usually written using kana alone,,,,,,,,,,152,saw-edged perch (Niphon spinosus),,,,
1000580,46,彼,rarely-used kanji form,65,アレ,f,search-only kana form,,,57,pronoun,,word usually written using kana alone,,,,,,19,これ・1,,,154,that thing,24,あれ,あれがこの町の大通りだ。,That is the main street of this city.
1000580,46,彼,rarely-used kanji form,65,アレ,f,search-only kana form,,,57,pronoun,,word usually written using kana alone,,,,,,19,これ・1,,,153,that,24,あれ,あれがこの町の大通りだ。,That is the main street of this city.
1000580,46,彼,rarely-used kanji form,65,アレ,f,search-only kana form,,,57,pronoun,,word usually written using kana alone,,,,,,20,それ・1,,,154,that thing,24,あれ,あれがこの町の大通りだ。,That is the main street of this city.
1000580,46,彼,rarely-used kanji form,65,アレ,f,search-only kana form,,,57,pronoun,,word usually written using kana alone,,,,,,20,それ・1,,,153,that,24,あれ,あれがこの町の大通りだ。,That is the main street of this city.
1000580,46,彼,rarely-used kanji form,65,アレ,f,search-only kana form,,,57,pronoun,,word usually written using kana alone,,,,,,21,どれ・1,,,154,that thing,24,あれ,あれがこの町の大通りだ。,That is the main street of this city.
1000580,46,彼,rarely-used kanji form,65,アレ,f,search-only kana form,,,57,pronoun,,word usually written using kana alone,,,,,,21,どれ・1,,,153,that,24,あれ,あれがこの町の大通りだ。,That is the main street of this city.
1000580,47,彼れ,rarely-used kanji form,64,あれ,f,,,,57,pronoun,,word usually written using kana alone,,,,,,19,これ・1,,,154,that thing,24,あれ,あれがこの町の大通りだ。,That is the main street of this city.
1000580,47,彼れ,rarely-used kanji form,64,あれ,f,,,,57,pronoun,,word usually written using kana alone,,,,,,19,これ・1,,,153,that,24,あれ,あれがこの町の大通りだ。,That is the main street of this city.
1000580,47,彼れ,rarely-used kanji form,64,あれ,f,,,,57,pronoun,,word usually written using kana alone,,,,,,20,それ・1,,,154,that thing,24,あれ,あれがこの町の大通りだ。,That is the main street of this city.
1000580,47,彼れ,rarely-used kanji form,64,あれ,f,,,,57,pronoun,,word usually written using kana alone,,,,,,20,それ・1,,,153,that,24,あれ,あれがこの町の大通りだ。,That is the main street of this city.
1000580,47,彼れ,rarely-used kanji form,64,あれ,f,,,,57,pronoun,,word usually written using kana alone,,,,,,21,どれ・1,,,154,that thing,24,あれ,あれがこの町の大通りだ。,That is the main street of this city.
1000580,47,彼れ,rarely-used kanji form,64,あれ,f,,,,57,pronoun,,word usually written using kana alone,,,,,,21,どれ・1,,,153,that,24,あれ,あれがこの町の大通りだ。,That is the main street of this city.
1000580,46,彼,rarely-used kanji form,64,あれ,f,,,,57,pronoun,,word usually written using kana alone,,,,,,19,これ・1,,,154,that thing,24,あれ,あれがこの町の大通りだ。,That is the main street of this city.
1000580,46,彼,rarely-used kanji form,64,あれ,f,,,,57,pronoun,,word usually written using kana alone,,,,,,19,これ・1,,,153,that,24,あれ,あれがこの町の大通りだ。,That is the main street of this city.
1000580,46,彼,rarely-used kanji form,64,あれ,f,,,,57,pronoun,,word usually written using kana alone,,,,,,20,それ・1,,,154,that thing,24,あれ,あれがこの町の大通りだ。,That is the main street of this city.
